description,pointnumber,datetime,valuetodate,mindate,minvalue,maxdate,maxvalue,avgvalue,choice,temp,holiday
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/12/14 10:59,8526.080078,12-Oct-14 10:15:05:957,8478.032227,12-Oct-14 10:33:04:623,8683.744141,8553.494466,KW,28,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/12/14 11:59,8567.984375,12-Oct-14 11:30:04:867,8301.484375,12-Oct-14 11:15:03:403,8603.352539,8498.301944,KW,29,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/12/14 12:59,8458.736328,12-Oct-14 12:15:10:643,8361.976563,12-Oct-14 12:48:06:2,8614.024414,8484.812128,KW,30,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/12/14 13:59,8642.824219,12-Oct-14 13:06:09:357,8425.016602,12-Oct-14 13:39:07:097,8723.18457,8580.945871,KW,31,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/12/14 14:59,8979.208008,12-Oct-14 14:09:08:277,8632.65625,12-Oct-14 14:57:04:203,8979.208008,8740.521159,KW,32,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/12/14 15:59,8918.640625,12-Oct-14 15:09:10:477,8664.520508,12-Oct-14 14:57:04:203,8979.208008,8814.904436,KW,31,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/12/14 16:59,9139.512695,12-Oct-14 16:15:06:443,8894.608398,12-Oct-14 16:54:08:117,9166.384766,9002.044643,KW,31,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/12/14 17:59,8914.536133,12-Oct-14 17:48:06:15,8856.375977,12-Oct-14 17:06:06:077,9395.959961,9084.600353,KW,30,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/12/14 18:59,9086.136719,12-Oct-14 18:18:06:147,8801.320313,12-Oct-14 18:51:04:697,9122.456055,8949.297991,KW,29,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/12/14 19:59,9860.200195,12-Oct-14 18:57:10:487,9086.136719,12-Oct-14 19:57:10:41,9860.200195,9440.365327,KW,29,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/12/14 20:59,10077.93652,12-Oct-14 20:00:05:943,9666.304688,12-Oct-14 20:57:09:087,10077.93652,9939.508278,KW,29,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/12/14 21:59,10019.77637,12-Oct-14 21:15:06:05,9904.352539,12-Oct-14 21:03:04:957,10101.7041,10007.80576,KW,29,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/12/14 22:59,10054.91211,12-Oct-14 22:27:07:15,9858.912109,12-Oct-14 22:45:05:5,10101.83203,9981.006045,KW,28,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/12/14 23:59,9600.608398,12-Oct-14 23:57:09:75,9600.608398,12-Oct-14 22:57:05:74,10054.91211,9894.867141,KW,28,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/13/14 0:59,9294.120117,13-Oct-14 00:45:04:04,9256.808594,12-Oct-14 23:57:09:75,9600.608398,9441.574591,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/13/14 1:59,8733.896484,13-Oct-14 01:57:07:447,8733.896484,13-Oct-14 00:57:05:603,9294.120117,8900.349795,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/13/14 2:59,8379.136719,13-Oct-14 02:57:08:057,8379.136719,13-Oct-14 01:57:07:447,8733.896484,8563.530366,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/13/14 3:59,8210.760742,13-Oct-14 03:57:09:933,8210.760742,13-Oct-14 03:06:05:87,8555.232422,8334.093843,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/13/14 4:59,8180.02832,13-Oct-14 04:30:07:207,8135.3125,13-Oct-14 04:45:06:11,8354.104492,8222.343076,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/13/14 5:59,8973.616211,13-Oct-14 05:30:06:46,8147.288574,13-Oct-14 05:57:06:303,8973.616211,8354.561361,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/13/14 6:59,9304.360352,13-Oct-14 06:39:04:71,8758.751953,13-Oct-14 06:57:06:01,9304.360352,8997.17792,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/13/14 7:59,11766.17676,13-Oct-14 06:57:06:01,9304.360352,13-Oct-14 07:57:08:01,11766.17676,10771.8896,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/13/14 8:59,12953.80078,13-Oct-14 07:57:08:01,11766.17676,13-Oct-14 08:36:10:463,13047.17676,12681.67374,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/13/14 9:59,13312.99219,13-Oct-14 09:00:07:1,12940.46484,13-Oct-14 09:42:05:273,13583.61621,13294.3743,KW,30,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/13/14 10:59,13404.22461,13-Oct-14 10:18:04:927,13190.59277,13-Oct-14 10:48:06:167,13707.78418,13406.38881,KW,30,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/13/14 11:59,13798.74512,13-Oct-14 11:39:06:923,13329.36816,13-Oct-14 11:48:04:703,13807.9209,13553.98782,KW,32,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/13/14 12:59,13660.30469,13-Oct-14 12:54:04:583,13380.39258,13-Oct-14 12:24:11:89,14090.19238,13886.51535,KW,33,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/13/14 13:59,14146.94434,13-Oct-14 13:18:05:853,13653.48828,13-Oct-14 13:39:06:447,14176.29688,13924.17281,KW,34,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/13/14 14:59,14331.68848,13-Oct-14 14:06:09:533,13971.52051,13-Oct-14 14:48:07:003,14563.52051,14330.385,KW,33,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/13/14 15:59,14230.61621,13-Oct-14 15:45:08:2,14141.47266,13-Oct-14 15:27:04:543,14606.75293,14350.85207,KW,32,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/13/14 16:59,14058.18457,13-Oct-14 16:24:06:987,13925.54492,13-Oct-14 16:00:07:073,14238.14453,14079.95987,KW,31,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/13/14 17:59,12475.30469,13-Oct-14 17:57:05:977,12475.30469,10/13/14 17:06,14219.97656,13598.89021,KW,30,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/13/14 18:59,12405.45703,13-Oct-14 18:42:10:197,12138.93652,13-Oct-14 18:18:08:457,12733.87305,12444.58533,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/13/14 19:59,12159.19238,13-Oct-14 19:30:04:78,11958.0166,13-Oct-14 19:24:05:28,12611.68066,12300.40667,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/13/14 20:59,11974.04102,13-Oct-14 20:57:06:017,11974.04102,13-Oct-14 20:21:06:38,12311.61621,12138.03209,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/13/14 21:59,11190.4082,13-Oct-14 21:57:07:143,11190.4082,13-Oct-14 21:18:11:227,12049.91211,11697.28818,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/13/14 22:59,10508.00879,13-Oct-14 22:57:05:07,10508.00879,13-Oct-14 22:00:05:047,11235.18457,10863.57613,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/13/14 23:59,9866.080078,13-Oct-14 23:57:05:837,9866.080078,13-Oct-14 22:57:05:07,10508.00879,10178.80348,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/14/14 0:59,9449.328125,14-Oct-14 00:54:05:13,9417.928711,13-Oct-14 23:57:05:837,9866.080078,9642.792318,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/14/14 1:59,9021.024414,14-Oct-14 01:51:07:387,9010.008789,14-Oct-14 00:57:04:623,9449.328125,9169.504836,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/14/14 2:59,8874.824219,14-Oct-14 02:48:07:007,8625.712891,14-Oct-14 01:57:04:97,9021.024414,8797.983212,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/14/14 3:59,8519.392578,14-Oct-14 03:54:10:94,8419.576172,14-Oct-14 03:00:08:537,8939.928711,8628.936151,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/14/14 4:59,8477.992188,14-Oct-14 04:36:05:073,8412.3125,14-Oct-14 04:33:10:913,8530.696289,8468.171736,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/14/14 5:59,8747.448242,14-Oct-14 05:24:05:977,8346.15625,14-Oct-14 05:54:06:487,8760.583984,8490.908389,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/14/14 6:59,9262.232422,14-Oct-14 06:33:09:907,8744.800781,14-Oct-14 06:57:05:653,9262.232422,8929.707822,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/14/14 7:59,11520.78418,14-Oct-14 06:57:05:653,9262.232422,14-Oct-14 07:57:11:693,11520.78418,10556.94824,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/14/14 8:59,13079.08106,14-Oct-14 07:57:11:693,11520.78418,14-Oct-14 08:42:06:583,13115.00879,12670.05771,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/14/14 9:59,13375.25684,14-Oct-14 08:57:09:81,13079.08106,14-Oct-14 09:33:06:187,13496.79297,13337.65267,KW,30,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/14/14 10:59,13302.80859,14-Oct-14 10:54:05:547,13177.85645,14-Oct-14 10:39:07:033,13599.15234,13421.73442,KW,31,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/14/14 11:59,13911.00098,14-Oct-14 11:00:06:11,13162.87305,14-Oct-14 11:51:06:493,14073.58496,13729.05785,KW,32,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/14/14 12:59,13401.28027,14-Oct-14 12:36:04:16,13199.16016,14-Oct-14 12:12:06:477,14118.49707,13640.66309,KW,34,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/14/14 13:59,13340.30469,14-Oct-14 13:09:06:47,13146.48047,14-Oct-14 13:54:05:463,13590.19238,13329.63914,KW,30,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/14/14 14:59,13798.58496,14-Oct-14 14:12:09:883,13165.40039,14-Oct-14 14:48:05:54,14017.85645,13556.50126,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/14/14 15:59,13464.82422,14-Oct-14 15:57:06:88,13464.82422,14-Oct-14 15:00:06:637,13924.69629,13678.08371,KW,30,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/14/14 16:59,13356.5127,14-Oct-14 16:45:10:437,13065.71289,14-Oct-14 16:27:11:367,13609.60059,13410.78809,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/14/14 17:59,12466.06445,14-Oct-14 17:57:04:453,12466.06445,14-Oct-14 17:15:09:18,13585.3125,13146.30645,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/14/14 18:59,12410.34473,14-Oct-14 18:42:09:2,12114.16895,14-Oct-14 18:15:06:25,12671.22461,12375.05464,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/14/14 19:59,12248.43262,14-Oct-14 19:51:10:507,11910.43262,14-Oct-14 18:57:09:29,12410.34473,12147.28567,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/14/14 20:59,11791.74414,14-Oct-14 20:57:09:233,11791.74414,14-Oct-14 20:03:05:817,12304.76074,12054.17504,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/14/14 21:59,10998.13672,14-Oct-14 21:57:04:62,10998.13672,14-Oct-14 20:57:09:233,11791.74414,11518.4322,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/14/14 22:59,10429.56055,14-Oct-14 22:57:07:54,10429.56055,14-Oct-14 22:06:05:847,11051.63281,10810.95898,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/14/14 23:59,9772.400391,14-Oct-14 23:57:06:323,9772.400391,14-Oct-14 22:57:07:54,10429.56055,10163.54064,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/15/14 0:59,9313,15-Oct-14 00:57:11:647,9313,14-Oct-14 23:57:06:323,9772.400391,9548.143601,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/15/14 1:59,8922.536133,15-Oct-14 01:54:05:917,8858.040039,15-Oct-14 00:57:11:647,9313,9074.145136,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/15/14 2:59,8641.256836,15-Oct-14 02:45:05:957,8594.008789,15-Oct-14 01:57:06:5,8922.536133,8725.463542,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/15/14 3:59,8355.796875,15-Oct-14 03:45:05:287,8344.680664,15-Oct-14 02:57:09:39,8641.256836,8458.158668,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/15/14 4:59,8596.768555,15-Oct-14 04:03:06:307,8274.520508,15-Oct-14 04:48:07:497,8627.208008,8488.389602,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/15/14 5:59,8924.543945,15-Oct-14 05:33:10:077,8386.791992,15-Oct-14 05:57:05:797,8924.543945,8548.067429,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/15/14 6:59,9152.616211,15-Oct-14 06:42:06:517,8665.224609,15-Oct-14 06:09:07:313,9162.776367,8956.295294,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/15/14 7:59,11863.53613,15-Oct-14 06:57:07:297,9152.616211,15-Oct-14 07:57:04:817,11863.53613,10663.32878,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/15/14 8:59,13100.70508,15-Oct-14 07:57:04:817,11863.53613,15-Oct-14 08:39:06:517,13386.17676,12842.04218,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/15/14 9:59,13606.00098,15-Oct-14 08:57:06:163,13100.70508,15-Oct-14 09:36:07:243,13737.38477,13532.29669,KW,30,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/15/14 10:59,13732.71289,15-Oct-14 10:27:10:947,13519.16895,15-Oct-14 10:42:10:943,13953.27246,13734.54204,KW,31,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/15/14 11:59,14113.73633,15-Oct-14 11:15:04:737,13705.10449,15-Oct-14 11:36:06:903,14323.49707,14011.04371,KW,32,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/15/14 12:59,13644.85645,15-Oct-14 12:54:05:883,13601.96094,15-Oct-14 12:00:04:417,14156.66504,13924.43304,KW,32,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/15/14 13:59,14032.44824,15-Oct-14 12:57:08:777,13644.85645,15-Oct-14 13:36:07:207,14139.47266,13910.17248,KW,32,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/15/14 14:59,13883.97656,15-Oct-14 14:51:09:467,13787.24023,15-Oct-14 14:36:10:127,14233.32031,14021.26144,KW,31,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/15/14 15:59,14187.32031,15-Oct-14 14:57:04:93,13883.97656,15-Oct-14 15:36:09:957,14397.60059,14223.75656,KW,31,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/15/14 16:59,13623.60059,15-Oct-14 16:51:09:363,13451.96094,15-Oct-14 15:57:04:683,14187.32031,13730.40639,KW,31,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/15/14 17:59,12557.85645,15-Oct-14 17:51:08:697,12517.16016,15-Oct-14 17:03:09:977,13716.44824,13107.33157,KW,30,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/15/14 18:59,12262.04102,10/15/14 18:57,12262.04102,15-Oct-14 18:24:06:903,12637.77637,12447.01623,KW,30,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/15/14 19:59,12017.44824,15-Oct-14 19:30:09:217,11932.86426,15-Oct-14 19:03:04:867,12429.43262,12168.70573,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/15/14 20:59,11576.60059,15-Oct-14 20:57:09:813,11576.60059,15-Oct-14 20:21:04:64,12214.14453,11952.46117,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/15/14 21:59,11194.32813,15-Oct-14 21:57:06:057,11194.32813,15-Oct-14 21:12:05:473,11831.74414,11554.32538,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/15/14 22:59,10424.28809,15-Oct-14 22:57:05:967,10424.28809,15-Oct-14 21:57:06:057,11194.32813,10773.14941,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/15/14 23:59,9867.848633,15-Oct-14 23:57:09:417,9867.848633,15-Oct-14 23:00:05:227,10429.98438,10160.99321,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/16/14 0:59,9633.144531,16-Oct-14 00:51:06:203,9585.240234,15-Oct-14 23:57:09:417,9867.848633,9703.489537,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/16/14 1:59,9063.568359,16-Oct-14 01:57:06:443,9063.568359,16-Oct-14 00:57:06:08,9633.144531,9331.162714,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/16/14 2:59,8786.640625,16-Oct-14 02:54:06:453,8743.896484,16-Oct-14 02:03:02:513,9170.016602,8938.309477,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/16/14 3:59,8643.824219,16-Oct-14 03:54:06:173,8466.424805,16-Oct-14 03:03:10:16,8794.18457,8645.656111,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/16/14 4:59,8544.52832,16-Oct-14 04:33:11:17,8398.848633,16-Oct-14 03:57:04:95,8643.824219,8539.859096,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/16/14 5:59,8917.432617,16-Oct-14 05:36:05:923,8440.751953,16-Oct-14 05:57:06:14,8917.432617,8571.465913,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/16/14 6:59,9311.568359,16-Oct-14 06:39:06:73,8747.384766,16-Oct-14 06:57:05:94,9311.568359,9000.079706,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/16/14 7:59,11668.60059,16-Oct-14 06:57:05:94,9311.568359,16-Oct-14 07:57:10:95,11668.60059,10812.05804,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/16/14 8:59,12930.44043,16-Oct-14 07:57:10:95,11668.60059,16-Oct-14 08:48:07:87,13118.60059,12710.56785,KW,30,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/16/14 9:59,12974.38477,16-Oct-14 09:36:05:903,12726.24902,16-Oct-14 09:24:10:923,13069.00098,12945.75302,KW,30,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/16/14 10:59,13905.38477,16-Oct-14 10:33:11:093,12849.84082,16-Oct-14 10:57:05:873,13905.38477,13298.1748,KW,31,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/16/14 11:59,14082.84082,16-Oct-14 11:27:04:87,13659.14453,16-Oct-14 11:54:11:127,14162.71289,13866.85854,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/16/14 12:59,13424.44043,16-Oct-14 12:51:06:207,12964.60059,16-Oct-14 12:18:07:247,14328.37695,13818.11872,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/16/14 13:59,13338.28027,16-Oct-14 13:57:07:007,13338.28027,16-Oct-14 13:33:08:51,13819.75293,13564.42848,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/16/14 14:59,13849.74512,16-Oct-14 14:24:05:697,13110.37695,16-Oct-14 14:57:05:917,13849.74512,13429.55501,KW,25,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/16/14 15:59,13705.87305,16-Oct-14 15:33:09:623,13470.82422,16-Oct-14 15:09:07:183,13989.12109,13694.51009,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/16/14 16:59,13441.64844,16-Oct-14 16:48:04:477,13356.84863,16-Oct-14 16:33:06:977,13768.08887,13564.20671,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/16/14 17:59,12626.84863,16-Oct-14 17:51:04:58,12481.49707,16-Oct-14 17:06:06:073,13717.38477,13196.57278,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/16/14 18:59,12234.29688,16-Oct-14 18:45:06:453,12090.28906,16-Oct-14 18:06:05:763,12724.12891,12377.2094,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/16/14 19:59,12101.56836,16-Oct-14 19:36:08:49,11905.32031,16-Oct-14 19:15:06:167,12361.97656,12170.12212,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/16/14 20:59,11842.43262,16-Oct-14 20:54:11:07,11769.36035,16-Oct-14 20:12:05:457,12288.0166,12016.54697,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/16/14 21:59,10964.25684,16-Oct-14 21:57:04:717,10964.25684,16-Oct-14 21:06:04:493,11893.73633,11528.13081,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/16/14 22:59,10339.37695,16-Oct-14 22:42:09:153,10257.64844,16-Oct-14 21:57:04:717,10964.25684,10639.94429,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/16/14 23:59,9865.512695,16-Oct-14 23:57:05:05,9865.512695,16-Oct-14 22:57:06:467,10339.37695,10140.28464,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/17/14 0:59,9297.920898,17-Oct-14 00:57:04:93,9297.920898,16-Oct-14 23:57:05:05,9865.512695,9515.307943,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/17/14 1:59,8942.583984,17-Oct-14 01:51:04:617,8895.640625,17-Oct-14 00:57:04:93,9297.920898,9048.115188,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/17/14 2:59,8713.864258,17-Oct-14 02:54:04:707,8577.472656,17-Oct-14 01:57:08:147,8942.583984,8736.055571,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/17/14 3:59,8545.112305,17-Oct-14 03:45:06:137,8429.272461,17-Oct-14 03:09:04:847,8720.880859,8558.553246,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/17/14 4:59,8506.288086,17-Oct-14 04:39:06:12,8315.828125,17-Oct-14 03:57:05:983,8545.112305,8383.621187,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/17/14 5:59,8859.984375,17-Oct-14 05:39:06:747,8470.583984,17-Oct-14 05:57:10:247,8859.984375,8581.860863,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/17/14 6:59,9206.896484,17-Oct-14 06:39:04:643,8702.536133,17-Oct-14 06:57:06:52,9206.896484,8936.335658,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/17/14 7:59,11269.55273,17-Oct-14 06:57:06:52,9206.896484,17-Oct-14 07:57:05:463,11269.55273,10539.07059,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/17/14 8:59,12656.24902,17-Oct-14 07:57:05:463,11269.55273,17-Oct-14 08:51:05:213,12749.54492,12374.60068,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/17/14 9:59,13222.88086,17-Oct-14 09:09:06:157,12656.04102,17-Oct-14 09:51:08:027,13271.24023,12922.85273,KW,30,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/17/14 10:59,13050.83301,17-Oct-14 10:18:11:27,13029.2002,17-Oct-14 10:42:11:7,13364.03223,13167.52637,KW,31,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/17/14 11:59,13221.71289,17-Oct-14 11:15:12:043,12940.16016,17-Oct-14 11:45:10:073,13413.52832,13099.7454,KW,32,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/17/14 12:59,13284.2002,17-Oct-14 12:15:06:743,12771.80859,17-Oct-14 12:36:04:963,13524.75293,13292.28864,KW,32,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/17/14 13:59,12986.57617,17-Oct-14 13:54:06:14,12915.93652,17-Oct-14 13:12:05:473,13635.24902,13413.62049,KW,32,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/17/14 14:59,13136.88086,17-Oct-14 14:00:09:59,12825.33691,17-Oct-14 14:12:06:117,13312.95215,13056.9561,KW,31,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/17/14 15:59,13061.87305,17-Oct-14 15:54:05:837,13020.96875,17-Oct-14 15:33:06:837,13303.71289,13165.7134,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/17/14 16:59,12695.58496,17-Oct-14 16:45:06:467,12651.74414,17-Oct-14 16:00:04:09,13140.33691,12881.75423,KW,30,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/17/14 17:59,12060.99219,17-Oct-14 17:54:04:17,11977.91211,17-Oct-14 17:03:06:487,12899.97656,12366.65774,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/17/14 18:59,11443.87207,17-Oct-14 18:45:05:35,11343.53613,17-Oct-14 18:00:06:467,12211.80078,11782.06217,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/17/14 19:59,11599.9043,17-Oct-14 19:18:09:11,11212.96094,17-Oct-14 19:09:06:23,11682.38477,11488.73391,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/17/14 20:59,10958.64063,17-Oct-14 20:57:06:967,10958.64063,17-Oct-14 19:57:06:477,11599.9043,11248.13072,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/17/14 21:59,10161.96094,17-Oct-14 21:57:09:93,10161.96094,17-Oct-14 21:03:09:103,10968.10449,10685.57919,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/17/14 22:59,9636.352539,17-Oct-14 22:57:06:237,9636.352539,17-Oct-14 22:00:09:003,10337.65625,10062.0897,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/17/14 23:59,9155.232422,17-Oct-14 23:57:04:257,9155.232422,17-Oct-14 23:06:06:84,9654.448242,9499.134254,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/18/14 0:59,8777.640625,18-Oct-14 00:51:06:74,8744.87207,18-Oct-14 00:00:08:447,9252.3125,9002.785575,KW,27,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/18/14 1:59,8285.988281,18-Oct-14 01:57:06:107,8285.988281,18-Oct-14 00:57:06:99,8777.640625,8523.161179,KW,27,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/18/14 2:59,8188.484375,18-Oct-14 02:48:11:057,8133.492188,18-Oct-14 02:06:07:44,8384.984375,8225.898252,KW,27,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/18/14 3:59,8102.13623,18-Oct-14 03:51:10:227,8016.76416,18-Oct-14 03:18:08:93,8239.180664,8114.591076,KW,27,1
