description,pointnumber,datetime,valuetodate,mindate,minvalue,maxdate,maxvalue,avgvalue,choice,temp,holiday
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/6/14 16:59,9358.65625,06-Oct-14 16:45:04:703,9028.320313,06-Oct-14 16:03:09:167,9430.96875,9243.623372,KW,30,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/6/14 17:59,9213.608398,06-Oct-14 17:39:05:857,9140.384766,06-Oct-14 17:03:10:51,9659.144531,9377.289295,KW,30,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/6/14 18:59,9464.336914,06-Oct-14 18:30:10:453,9178.432617,06-Oct-14 18:57:10:063,9464.336914,9293.263253,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/6/14 19:59,9745.864258,06-Oct-14 18:57:10:063,9464.336914,06-Oct-14 19:30:06:477,9870.104492,9702.537295,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/6/14 20:59,9893.456055,06-Oct-14 20:00:06:347,9696.032227,06-Oct-14 20:18:06:273,10090.9209,9957.179548,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/6/14 21:59,10048.12891,06-Oct-14 21:00:05:413,9870.768555,06-Oct-14 21:36:04:863,10297.61621,10089.22605,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/6/14 22:59,9664.392578,06-Oct-14 22:57:04:91,9664.392578,06-Oct-14 22:03:06:187,10048.41602,9869.774275,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/6/14 23:59,9356.136719,06-Oct-14 23:57:06:113,9356.136719,06-Oct-14 23:39:06:997,9729.375977,9598.722377,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/7/14 0:59,9035.344727,07-Oct-14 00:45:10:06,8961.616211,06-Oct-14 23:57:06:113,9356.136719,9153.477818,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/7/14 1:59,8669.200195,07-Oct-14 01:54:06:487,8601.44043,07-Oct-14 00:57:11:31,9035.344727,8794.618676,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/7/14 2:59,8296.34082,07-Oct-14 02:57:09:133,8296.34082,07-Oct-14 01:57:04:857,8669.200195,8455.022786,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/7/14 3:59,8138.04834,07-Oct-14 03:57:05:75,8138.04834,07-Oct-14 03:09:05:72,8316.932617,8224.906692,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/7/14 4:59,8160.412598,07-Oct-14 04:30:08:123,8037.020508,07-Oct-14 04:03:06:19,8230.260742,8114.607654,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/7/14 5:59,8362.220703,07-Oct-14 05:36:05:663,8037.652344,07-Oct-14 05:57:10:483,8362.220703,8172.589355,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/7/14 6:59,9008.96875,07-Oct-14 05:57:10:483,8362.220703,07-Oct-14 06:57:08:083,9008.96875,8691.350307,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/7/14 7:59,11699.9043,07-Oct-14 06:57:08:083,9008.96875,07-Oct-14 07:57:07:493,11699.9043,10655.25084,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/7/14 8:59,13315.42481,07-Oct-14 07:57:07:493,11699.9043,07-Oct-14 08:48:05:393,13515.0166,12851.47986,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/7/14 9:59,13750.68066,07-Oct-14 09:03:05:203,13227.76856,07-Oct-14 09:45:06:357,13823.52832,13561.57166,KW,30,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/7/14 10:59,13806.40039,07-Oct-14 10:39:05:107,13313.66504,07-Oct-14 10:57:06:487,13806.40039,13639.41364,KW,30,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/7/14 11:59,13753.06445,07-Oct-14 11:48:05:87,13602.73633,07-Oct-14 11:15:05:62,13975.07227,13773.79529,KW,31,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/7/14 12:59,13916.04883,07-Oct-14 12:51:05:46,13742.81641,07-Oct-14 12:54:06:017,13958.47266,13827.55831,KW,31,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/7/14 13:59,14016.29688,07-Oct-14 13:15:06:187,13616.59277,07-Oct-14 13:36:09:163,14087.11231,13917.29897,KW,30,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/7/14 14:59,13876.78418,07-Oct-14 14:45:11:08,13815.84082,07-Oct-14 14:03:06:357,14201.16113,14011.53069,KW,30,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/7/14 15:59,14019.68066,07-Oct-14 15:15:10:09,13742.00879,07-Oct-14 15:54:06:447,14274.86426,13953.25884,KW,31,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/7/14 16:59,14028.36035,07-Oct-14 16:15:11:59,13859.53711,07-Oct-14 16:03:05:223,14133.76856,13986.4555,KW,31,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/7/14 17:59,12911.54492,07-Oct-14 17:57:06:77,12911.54492,07-Oct-14 17:03:05:43,14035.3125,13589.21894,KW,30,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/7/14 18:59,12551.99219,07-Oct-14 18:51:06:443,12273.7041,07-Oct-14 18:09:06:183,13049.60059,12687.72135,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/7/14 19:59,12321.07227,07-Oct-14 19:30:04:873,12256.46484,07-Oct-14 19:12:10:75,12758.96875,12473.98531,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/7/14 20:59,12313.87305,07-Oct-14 20:51:04:89,12210.44824,07-Oct-14 20:12:07:49,12672.10449,12411.03213,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/7/14 21:59,11485.04883,07-Oct-14 21:51:05:877,11464.02441,07-Oct-14 20:57:07:187,12313.87305,11903.56059,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/7/14 22:59,10688.74414,07-Oct-14 22:54:06:137,10664.68066,07-Oct-14 21:57:07:857,11485.04883,11039.79209,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/7/14 23:59,10042.11231,07-Oct-14 23:57:05:947,10042.11231,07-Oct-14 23:03:06:507,10736.64063,10477.70829,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/8/14 0:59,9623.632813,08-Oct-14 00:57:06:463,9623.632813,07-Oct-14 23:57:05:947,10042.11231,9822.668341,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/8/14 1:59,9451.496094,08-Oct-14 01:57:10:023,9451.496094,08-Oct-14 01:18:04:683,9730.712891,9606.433501,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/8/14 2:59,9051.104492,08-Oct-14 02:54:05:773,9015.400391,08-Oct-14 01:57:10:023,9451.496094,9212.490002,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/8/14 3:59,8846.824219,08-Oct-14 03:54:06:477,8816.400391,08-Oct-14 03:00:06:697,9119.040039,8923.376721,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/8/14 4:59,8806.864258,08-Oct-14 04:42:07:46,8649.200195,08-Oct-14 04:06:05:857,8882.864258,8778.057896,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/8/14 5:59,9011.192383,08-Oct-14 05:24:05:6,8636.344727,08-Oct-14 05:57:06:99,9011.192383,8747.973726,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/8/14 6:59,9502.472656,08-Oct-14 06:48:05:097,8960.18457,08-Oct-14 06:57:08:507,9502.472656,9089.803897,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/8/14 7:59,11901.88086,08-Oct-14 06:57:08:507,9502.472656,08-Oct-14 07:57:04:75,11901.88086,10890.62342,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/8/14 8:59,13432.41699,08-Oct-14 07:57:04:75,11901.88086,08-Oct-14 08:45:05:123,13525.2168,13022.58426,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/8/14 9:59,13689.3125,08-Oct-14 08:57:05:89,13432.41699,08-Oct-14 09:42:06:49,13936.54492,13671.22159,KW,30,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/8/14 10:59,13575.29688,08-Oct-14 10:33:05:827,13519.7207,08-Oct-14 10:12:06:92,13931.73633,13689.45061,KW,30,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/8/14 11:59,13810.58496,08-Oct-14 11:09:07:243,13306.24902,08-Oct-14 11:24:04:93,13947.58496,13601.87802,KW,31,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/8/14 12:59,13968.24902,08-Oct-14 12:00:09:403,13259.46484,08-Oct-14 12:45:05:167,14217.13672,13814.60073,KW,31,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/8/14 13:59,14143.46484,08-Oct-14 13:27:04:82,13759.02441,08-Oct-14 13:45:04:67,14248.78516,14006.65983,KW,31,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/8/14 14:59,14060.68848,08-Oct-14 14:03:06:86,13896.50488,08-Oct-14 14:30:03:943,14326.18457,14097.20178,KW,32,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/8/14 15:59,14266.55273,08-Oct-14 14:57:05:41,14060.68848,08-Oct-14 15:24:05:94,14454.0166,14253.74507,KW,32,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/8/14 16:59,14199.66504,08-Oct-14 16:33:07:263,13820.49707,08-Oct-14 16:15:11:673,14344.22461,14090.6243,KW,31,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/8/14 17:59,13006.87305,08-Oct-14 17:57:06:15,13006.87305,08-Oct-14 17:09:05:48,14460.92871,13843.30966,KW,31,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/8/14 18:59,12776.6084,08-Oct-14 18:39:06:117,12515.32813,08-Oct-14 18:03:04:653,13207.94434,12825.85807,KW,30,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/8/14 19:59,12549.92871,08-Oct-14 19:30:09:417,12206.41699,08-Oct-14 19:45:07:04,12795.09668,12615.66657,KW,30,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/8/14 20:59,12084.66504,08-Oct-14 20:51:06:78,12022.11231,08-Oct-14 20:00:09:457,12588.87305,12291.81166,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/8/14 21:59,11551.03223,08-Oct-14 21:54:06:013,11495.89648,08-Oct-14 21:06:04:407,12097.79297,11892.99786,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/8/14 22:59,10714.24805,08-Oct-14 22:57:09:533,10714.24805,08-Oct-14 21:57:06:55,11551.03223,11192.46494,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/8/14 23:59,10346.9209,08-Oct-14 23:57:08:49,10346.9209,08-Oct-14 23:03:06:103,10826.52832,10592.12477,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/9/14 0:59,9931.560547,09-Oct-14 00:54:06:13,9860.928711,08-Oct-14 23:57:08:49,10346.9209,10077.06566,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/9/14 1:59,9435.064453,09-Oct-14 01:54:06:77,9392.576172,09-Oct-14 00:57:04:767,9931.560547,9625.953543,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/9/14 2:59,8984.936523,09-Oct-14 02:57:08:157,8984.936523,09-Oct-14 01:57:06:453,9435.064453,9172.978702,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/9/14 3:59,8794.952148,09-Oct-14 03:57:07:19,8794.952148,09-Oct-14 03:00:06:043,9015.167969,8925.351609,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/9/14 4:59,8780.616211,09-Oct-14 04:30:05:977,8651.52832,09-Oct-14 04:06:04:987,8810.09668,8740.402251,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/9/14 5:59,9189.992188,09-Oct-14 05:24:04:73,8618.424805,09-Oct-14 05:57:07:383,9189.992188,8764.055571,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/9/14 6:59,9533.09668,09-Oct-14 06:39:08:207,8875.320313,09-Oct-14 06:57:10:087,9533.09668,9227.423317,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/9/14 7:59,12061.15234,09-Oct-14 06:57:10:087,9533.09668,09-Oct-14 07:57:07:513,12061.15234,11066.62347,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/9/14 8:59,13557.48828,09-Oct-14 07:57:07:513,12061.15234,09-Oct-14 08:57:05:443,13557.48828,13070.47266,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/9/14 9:59,13808.4082,09-Oct-14 09:15:05:01,13439.22461,09-Oct-14 09:45:09:997,13918.9043,13712.37286,KW,30,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/9/14 10:59,14024.04883,09-Oct-14 10:24:04:617,13731.68848,09-Oct-14 10:54:11:07,14042.72852,13873.96215,KW,30,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/9/14 11:59,14129.06445,09-Oct-14 11:15:04:673,13713.76856,09-Oct-14 11:57:07:463,14129.06445,13936.43341,KW,31,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/9/14 12:59,13741.77637,09-Oct-14 12:48:04:99,13640.16113,09-Oct-14 12:30:07:37,14469.54492,14089.64988,KW,31,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/9/14 13:59,14026.96875,09-Oct-14 13:03:06:017,13673.58496,09-Oct-14 13:33:06:323,14409.98438,14135.68029,KW,31,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/9/14 14:59,13990.27246,09-Oct-14 14:06:05:7,13912.2168,09-Oct-14 14:39:06:983,14543.37695,14234.3078,KW,31,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/9/14 15:59,14216.24023,09-Oct-14 15:45:04:817,13655.2002,09-Oct-14 15:09:06:18,14371.24023,14060.19262,KW,30,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/9/14 16:59,14092.92871,09-Oct-14 16:51:57:193,13906.625,09-Oct-14 16:32:41:683,14416.9209,14211.13492,KW,30,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/9/14 17:59,13126.36035,09-Oct-14 17:45:07:96,13112.07227,09-Oct-14 17:06:06:737,14266.48828,13783.98726,KW,30,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/9/14 18:59,12617.66504,09-Oct-14 18:51:04:89,12412.5127,09-Oct-14 18:03:04:783,13171.93652,12790.88532,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/9/14 19:59,12235.34473,09-Oct-14 19:18:07:217,12201.2168,09-Oct-14 19:06:04:763,12797.61621,12442.73507,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/9/14 20:59,12073.91211,09-Oct-14 20:27:07:493,11825.44043,09-Oct-14 20:00:07:277,12264.72852,12040.1948,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/9/14 21:59,11375.09668,09-Oct-14 21:51:06:067,11349.98438,09-Oct-14 21:09:06:46,12078.63281,11706.30218,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/9/14 22:59,10409.19238,09-Oct-14 22:57:09:897,10409.19238,09-Oct-14 22:00:06:187,11430.48828,10997.68397,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/9/14 23:59,9921.424805,09-Oct-14 23:57:05:373,9921.424805,09-Oct-14 23:09:06:437,10554.30469,10343.22298,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/10/14 0:59,9515.375977,10-Oct-14 00:57:05:157,9515.375977,09-Oct-14 23:57:05:373,9921.424805,9751.196661,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/10/14 1:59,9197.424805,10-Oct-14 01:54:06:227,9131.3125,10-Oct-14 01:00:10:987,9600.992188,9313.76316,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/10/14 2:59,8710.368164,10-Oct-14 02:57:06:287,8710.368164,10-Oct-14 01:57:09:013,9197.424805,8952.885742,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/10/14 3:59,8724.480469,10-Oct-14 03:51:07:52,8521.496094,10-Oct-14 03:12:06:47,8867.335938,8716.625837,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/10/14 4:59,8791.744141,10-Oct-14 04:12:09:47,8503.936523,10-Oct-14 04:45:06:163,8913.688477,8682.684291,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/10/14 5:59,9041.008789,10-Oct-14 05:36:04:767,8621.344727,10-Oct-14 05:57:06:14,9041.008789,8751.238839,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/10/14 6:59,9479.776367,10-Oct-14 06:39:04:857,8845.432617,10-Oct-14 06:57:05:783,9479.776367,9112.697684,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/10/14 7:59,12003.92871,10-Oct-14 06:57:05:783,9479.776367,10-Oct-14 07:57:05:147,12003.92871,10861.22642,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/10/14 8:59,12964.24902,10-Oct-14 07:57:05:147,12003.92871,10-Oct-14 08:33:08:307,12992.27246,12687.85393,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/10/14 9:59,13243.72852,10-Oct-14 08:57:05:943,12964.24902,10-Oct-14 09:48:06:093,13484.54492,13212.75688,KW,30,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/10/14 10:59,13198.02441,10-Oct-14 10:57:09:973,13198.02441,10-Oct-14 10:30:04:687,13455.53711,13294.62681,KW,30,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/10/14 11:59,13642.41699,10-Oct-14 10:57:09:973,13198.02441,10-Oct-14 11:54:04:837,13715.2168,13445.06036,KW,31,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/10/14 12:59,13264.98438,10-Oct-14 12:45:04:75,13144.09668,10-Oct-14 12:03:04:55,13771.48828,13423.988,KW,32,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/10/14 13:59,13488.15234,10-Oct-14 13:21:05:917,13194.40039,10-Oct-14 13:36:06:973,13574.16895,13333.30692,KW,32,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/10/14 14:59,13849.0166,10-Oct-14 14:03:06:647,13303.82422,10-Oct-14 14:30:05:523,14023.00879,13675.25014,KW,32,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/10/14 15:59,14308.88086,10-Oct-14 15:09:06:12,13749.80078,10-Oct-14 15:54:09:467,14332.93652,14026.56292,KW,32,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/10/14 16:59,13644.08887,10-Oct-14 16:48:06:673,13503.32031,10-Oct-14 15:57:08:413,14308.88086,13786.74879,KW,31,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/10/14 17:59,12845.14453,10-Oct-14 17:51:07:153,12770.94434,10-Oct-14 17:00:04:447,13840.09668,13287.48377,KW,30,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/10/14 18:59,12027.16016,10-Oct-14 18:48:07:473,11964.02441,10-Oct-14 18:03:09:37,12875.44043,12474.02693,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/10/14 19:59,11729.00098,10-Oct-14 19:57:06:193,11729.00098,10-Oct-14 19:18:05:47,12191.52832,11996.99298,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/10/14 20:59,11347.88086,10-Oct-14 20:57:06:447,11347.88086,10-Oct-14 20:18:06:19,12052.97656,11708.27753,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/10/14 21:59,10674.99219,10-Oct-14 21:57:06:493,10674.99219,10-Oct-14 21:06:05:38,11415.02441,11130.21154,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/10/14 22:59,9904.760742,10-Oct-14 22:57:04:593,9904.760742,10-Oct-14 22:12:09:97,10685.5127,10439.72619,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/10/14 23:59,9278.400391,10-Oct-14 23:57:10:993,9278.400391,10-Oct-14 23:24:04:22,10001.48828,9793.771577,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/11/14 0:59,8974.488281,11-Oct-14 00:57:06:783,8974.488281,11-Oct-14 00:00:06:087,9344.44043,9137.558082,KW,28,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/11/14 1:59,8821.65625,11-Oct-14 01:54:08:243,8704.96875,11-Oct-14 01:00:22:033,9031.800781,8916.800409,KW,28,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/11/14 2:59,8491.84082,11-Oct-14 02:54:09:667,8460.504883,11-Oct-14 01:57:06:067,8821.65625,8614.252744,KW,28,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/11/14 3:59,8390.936523,11-Oct-14 03:48:07:92,8366.948242,11-Oct-14 03:24:05:977,8630.672852,8470.469215,KW,28,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/11/14 4:59,8300.835938,11-Oct-14 04:57:07:17,8300.835938,11-Oct-14 04:09:11:57,8449.408203,8364.837612,KW,28,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/11/14 5:59,8819.744141,11-Oct-14 05:33:07:523,8234.276367,11-Oct-14 05:57:08:73,8819.744141,8387.572498,KW,28,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/11/14 6:59,8745.320313,11-Oct-14 06:42:06:193,8408.992188,11-Oct-14 06:06:04:81,8952.296875,8701.932152,KW,28,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/11/14 7:59,9449.552734,11-Oct-14 06:57:10:2,8745.320313,11-Oct-14 07:57:05:897,9449.552734,9113.435872,KW,28,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/11/14 8:59,9909.952148,11-Oct-14 08:12:07:207,9441.896484,11-Oct-14 08:57:06:167,9909.952148,9632.519345,KW,29,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/11/14 9:59,10448.59277,11-Oct-14 08:57:06:167,9909.952148,11-Oct-14 09:54:05:987,10507.77637,10312.29046,KW,30,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/11/14 10:59,9977.328125,11-Oct-14 10:57:05:673,9977.328125,11-Oct-14 10:03:10:443,10519.37695,10331.22721,KW,31,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/11/14 11:59,10271.74414,11-Oct-14 10:57:05:673,9977.328125,11-Oct-14 11:45:04:877,10446.24023,10204.53181,KW,31,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/11/14 12:59,10561.81641,11-Oct-14 11:57:06:737,10271.74414,11-Oct-14 12:15:06:023,10637.20898,10492.09603,KW,32,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/11/14 13:59,10374.80859,11-Oct-14 13:15:07:507,10230.07227,11-Oct-14 13:39:06:207,10691.43262,10487.36361,KW,31,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/11/14 14:59,10683.24805,11-Oct-14 14:06:08:78,10137.36035,11-Oct-14 14:57:05:98,10683.24805,10389.2374,KW,29,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/11/14 15:59,10502.72852,11-Oct-14 15:48:10:48,10195.02441,11-Oct-14 15:03:05:497,10809.37695,10536.06641,KW,31,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/11/14 16:59,10303.11231,11-Oct-14 16:54:06:833,10243.65625,11-Oct-14 15:57:04:813,10502.72852,10360.57826,KW,29,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/11/14 17:59,9753,11-Oct-14 17:51:06:453,9551.040039,11-Oct-14 16:57:09:87,10303.11231,9804.780692,KW,29,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/11/14 18:59,9584.880859,11-Oct-14 18:39:06:437,9434.424805,11-Oct-14 18:00:06:183,9937.696289,9614.342262,KW,29,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/11/14 19:59,10114.88867,11-Oct-14 18:57:08:69,9584.880859,11-Oct-14 19:57:11:53,10114.88867,9912.921177,KW,28,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/11/14 20:59,9916.464844,11-Oct-14 20:42:05:983,9901.791992,11-Oct-14 20:18:10:25,10182.74414,10053.90332,KW,27,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/11/14 21:59,9453.248047,11-Oct-14 21:48:06:377,9448.720703,11-Oct-14 20:57:09:507,9916.464844,9710.55785,KW,27,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/11/14 22:59,9188.96875,11-Oct-14 22:36:04:613,9166.360352,11-Oct-14 22:03:06:25,9511.240234,9330.796968,KW,27,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/11/14 23:59,8803,11-Oct-14 23:57:04:867,8803,11-Oct-14 23:00:10:067,9190.959961,8993.636254,KW,27,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/12/14 0:59,8539.600586,12-Oct-14 00:57:09:907,8539.600586,12-Oct-14 00:09:05:213,8822.576172,8675.091053,KW,27,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/12/14 1:59,8330.5,12-Oct-14 01:57:05:667,8330.5,12-Oct-14 01:00:07:107,8632.736328,8474.271624,KW,27,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/12/14 2:59,8109.328613,12-Oct-14 02:57:06:777,8109.328613,12-Oct-14 02:00:05:707,8433.12793,8280.335775,KW,27,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/12/14 3:59,8096.032227,12-Oct-14 03:18:09:973,8044.216309,12-Oct-14 03:00:04:927,8256.508789,8141.572754,KW,27,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/12/14 4:59,8093.26416,12-Oct-14 04:45:05:92,7999.28418,12-Oct-14 04:15:04:867,8197.216797,8077.927409,KW,27,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/12/14 5:59,8202.3125,12-Oct-14 05:39:09:073,7922.040527,12-Oct-14 05:57:06:237,8202.3125,8030.634533,KW,27,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/12/14 6:59,8049.400391,12-Oct-14 06:33:09:883,7992.392578,12-Oct-14 06:03:06:21,8445.632813,8147.980097,KW,27,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/12/14 7:59,8110.416504,12-Oct-14 07:39:09:797,7848.088379,12-Oct-14 07:09:04:59,8275.300781,8045.565383,KW,27,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/12/14 8:59,8339.835938,12-Oct-14 08:03:09:617,7984.492188,12-Oct-14 08:57:06:417,8339.835938,8142.011021,KW,27,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/12/14 9:59,8480.208008,12-Oct-14 09:03:05:937,8255.036133,12-Oct-14 09:24:09:507,8497.088867,8392.200986,KW,27,1
